series_id,cik,accession_number,filing_type,filing_date,filing_url,series_name,asset_name,offering_price,shares,acquisition_cost,offering_expenses,status,source_confidence
0001688804-0001688804-22-000046-Series #69BM1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #69BM1,1969 Ford Mustang Boss 302,57.5,2000.0,,2986.0,closed,0.88
0001688804-0001688804-22-000046-Series #85FT1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #85FT1,1985 Ferrari Testarossa,82.5,2000.0,,17859.0,closed,0.88
0001688804-0001688804-22-000046-Series #88LJ1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #88LJ1,1988 Lamborghini Jalpa,67.5,2000.0,,578.0,closed,0.88
0001688804-0001688804-22-000046-Series #55PS1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #55PS1,1955 Porsche 356 Speedster,212.5,2000.0,,3357.0,closed,0.88
0001688804-0001688804-22-000046-Series #95BL1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #95BL1,1995 BMW E36 M3 Lightweight,59.25,2000.0,,444.0,closed,0.88
0001688804-0001688804-22-000046-Series #89PS1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #89PS1,1989 Porsche 911 Speedster,82.5,2000.0,,1771.0,closed,0.88
0001688804-0001688804-22-000046-Series #90FM1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #90FM1,1990 Ford Mustang 7Up Edition,8.25,2000.0,,464.0,closed,0.88
0001688804-0001688804-22-000046-Series #83FB1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #83FB1,1983 Ferrari 512 BBi,70.0,5000.0,,9162.0,closed,0.88
0001688804-0001688804-22-000046-Series #98DV1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #98DV1,1998 Dodge Viper GTS-R,65.0,2000.0,,2314.0,closed,0.88
0001688804-0001688804-22-000046-Series #06FS1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #06FS1,"2006 Ferrari F430 Spider ""Manual""",39.8,5000.0,,774.0,exit,0.88
0001688804-0001688804-22-000046-Series #93XJ1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #93XJ1,1993 Jaguar XJ220,99.0,5000.0,,7373.0,closed,0.88
0001688804-0001688804-22-000046-Series #02AX1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #02AX1,2002 Acura NSX-T,54.0,2000.0,,1944.0,closed,0.88
0001688804-0001688804-22-000046-Series #99LE1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #99LE1,1999 Lotus Esprit Sport 350,34.75,2000.0,,1770.0,closed,0.88
0001688804-0001688804-22-000046-Series #91MV1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #91MV1,1991 Mitsubishi 3000GT VR4,19.0,2000.0,,600.0,closed,0.88
0001688804-0001688804-22-000046-Series #92LD1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #92LD1,"1992 Lancia Delta Integrale Evo ""Martini 5""",55.0,3000.0,,2219.0,closed,0.88
0001688804-0001688804-22-000046-Series #94DV1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #94DV1,1994 Dodge Viper RT/10,28.75,2000.0,,1841.0,closed,0.88
0001688804-0001688804-22-000046-Series #00FM1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #00FM1,2000 Ford Mustang Cobra R,24.75,2000.0,,862.0,exit,0.88
0001688804-0001688804-22-000046-Series #72MC1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #72MC1,1972 Mazda Cosmo Sport Series II,62.25,2000.0,,2474.0,closed,0.88
0001688804-0001688804-22-000046-Series #06FG1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #06FG1,2006 Ford GT,64.0,5000.0,,3198.0,exit,0.88
0001688804-0001688804-22-000046-Series #11BM1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #11BM1,2011 BMW 1M,42.0,2000.0,,517.0,closed,0.88
0001688804-0001688804-22-000046-Series #80LC1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #80LC1,1980 Lamborghini Countach LP400 S Turbo,127.0,5000.0,,9216.0,closed,0.88
0001688804-0001688804-22-000046-Series #02BZ1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #02BZ1,2002 BMW Z8,65.0,3000.0,,2620.0,closed,0.88
0001688804-0001688804-22-000046-Series #88BM1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #88BM1,1988 BMW E30 M3,47.0,3000.0,,226.0,closed,0.88
0001688804-0001688804-22-000046-Series #63CC1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #63CC1,1963 Chevrolet Corvette Split Window,63.0,2000.0,,1553.0,closed,0.88
0001688804-0001688804-22-000046-Series #76PT1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #76PT1,1976 Porsche 911 Turbo Carrera,63.3,3000.0,,1793.0,closed,0.88
0001688804-0001688804-22-000046-Series #75RA1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #75RA1,1975 Renault Alpine A110 1300,28.0,3000.0,,3732.0,closed,0.88
0001688804-0001688804-22-000046-Series #65AG1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #65AG1,1965 Alfa Romeo Giulia Sprint Speciale,89.25,2000.0,,1903.0,closed,0.88
0001688804-0001688804-22-000046-Series #93FS1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #93FS1,1993 Ferrari 348TS Serie Speciale,68.75,2000.0,,1272.0,exit,0.88
0001688804-0001688804-22-000046-Series #61JE1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #61JE1,1961 Jaguar E-Type,82.0,3000.0,,3858.0,closed,0.88
0001688804-0001688804-22-000046-Series #90MM1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #90MM1,1990 Mazda Miata MX-5,5.32,5000.0,,918.0,closed,0.88
0001688804-0001688804-22-000046-Series #65FM1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #65FM1,1965 Ford Mustang 2+2 Fastback,41.25,2000.0,,1966.0,closed,0.88
0001688804-0001688804-22-000046-Series #88PT1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #88PT1,1988 Porsche 944 Turbo S,30.0,2200.0,,2214.0,closed,0.88
0001688804-0001688804-22-000046-Series #94LD1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #94LD1,1994 Lamborghini Diablo SE30 Jota,119.5,5000.0,,11251.0,closed,0.88
0001688804-0001688804-22-000046-Series #99SS1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #99SS1,1999 Shelby Series 1,137.5,1000.0,,1815.0,closed,0.88
0001688804-0001688804-22-000046-Series #94FS1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #94FS1,1994 Ferrari 348 Spider,72.5,2000.0,,669.0,closed,0.88
0001688804-0001688804-22-000046-Series #61MG1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #61MG1,1961 Maserati 3500GT,68.0,5000.0,,4613.0,closed,0.88
0001688804-0001688804-22-000046-Series #92CC1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #92CC1,1992 Chevrolet Corvette ZR1,26.25,2000.0,,2875.0,closed,0.88
0001688804-0001688804-22-000046-Series #89FT1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #89FT1,1989 Ferrari Testarossa,45.0,4000.0,,400.0,exit,0.88
0001688804-0001688804-22-000046-Series #80PN1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #80PN1,1980 Porsche 928,9.6,5000.0,,4030.0,closed,0.88
0001688804-0001688804-22-000046-Series #89FG2,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #89FG2,1989 Ferrari 328 GTS,75.0,1700.0,,1719.0,closed,0.88
0001688804-0001688804-22-000046-Series #88LL1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #88LL1,1988 Lamborghini LM002,146.0,2000.0,,3115.0,closed,0.88
0001688804-0001688804-22-000046-Series #03SS1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #03SS1,2003 Saleen S7,125.0,3000.0,,29638.0,exit,0.88
0001688804-0001688804-22-000046-Series #MEEB11275,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #MEEB11275,Number 11275 Elephant Meebit NFT,8.0,20000.0,,16139.0,closed,0.88
0001688804-0001688804-22-000046-Series #82TAYLOR,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #82TAYLOR,1982 Topps #434 Lawrence Taylor Rookie Card graded BGS 10,6.5,2000.0,,1538.0,closed,0.88
0001688804-0001688804-22-000046-Series #HOLMES,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #HOLMES,1892 1st Edition copies of The Adventures of Sherlock Holmes and the Memoirs of Sherlock Holmes by Arthur Conan Doyle,10.0,2500.0,,3458.0,closed,0.88
0001688804-0001688804-22-000046-Series #HULK180,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #HULK180,1974 Incredible Hulk #180 Comic Book published by Marvel graded CGC 9.8,4.2,10000.0,,4342.0,closed,0.88
0001688804-0001688804-22-000046-Series #05JAYZ,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #05JAYZ,2005 Topps Finest Jay-Z Autographed Card graded PSA 10,5.0,3700.0,,1459.0,closed,0.88
0001688804-0001688804-22-000046-Series #JUSTINIAN,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #JUSTINIAN,Coin from the First Reign of Justinian II Depicting the First Numismatic Depiction of Jesus Christ (AD 685-695) graded NGC Ch MS,9.0,2000.0,,1720.0,closed,0.88
0001688804-0001688804-22-000046-Series #67ICEBOWL,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #67ICEBOWL,1967 Full Ticket from the Ice Bowl graded PSA 8,5.0,2000.0,,1262.0,closed,0.88
0001688804-0001688804-22-000046-Series #DKCOUNTRY,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #DKCOUNTRY,1994 SNES Donkey Kong Country Video Game graded Wata 9.4 A+,6.0,3000.0,,3162.0,closed,0.88
0001688804-0001688804-22-000046-Series #FALCON,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #FALCON,1979 Kenner Star Wars Millennium Falcon Spaceship Action Figure graded AFA 80,5.0,10000.0,,5420.0,closed,0.88
0001688804-0001688804-22-000046-Series #MARIOWRLD,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #MARIOWRLD,1991 SNES Super Mario World Video Game graded Wata 9.4 A,5.0,33000.0,,17264.0,closed,0.88
0001688804-0001688804-22-000046-Series #82AV1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #82AV1,1982 Aston Martin V8 Vantage 'Oscar India',20.0,14875.0,,2530.0,closed,0.88
0001688804-0001688804-22-000046-Series #SUPERBWL1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #SUPERBWL1,1967 Super Bowl I Full Ticket graded PSA 5,6.0,4000.0,,3079.0,closed,0.88
0001688804-0001688804-22-000046-Series #MEEB7985,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #MEEB7985,Number 7985 Pig Meebit NFT with Magenta Overshirt Color,5.0,7600.0,,2574.0,closed,0.88
0001688804-0001688804-22-000046-Series #BONDWATCH,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #BONDWATCH,1999 Omega Seamaster Watch Worn by Pierce Brosnan During the Filming of The World is Not Enough,4.0,20000.0,,3320.0,closed,0.88
0001688804-0001688804-22-000046-Series #95FF1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #95FF1,1995 Ferrari 355 Spider,10.0,12000.0,,3862.0,closed,0.88
0001688804-0001688804-22-000046-Series #MAYC857,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #MAYC857,Number 857 Mutant Ape Yacht Club NFT with M1 Irish Boho Hat,5.0,10800.0,,3893.0,closed,0.88
0001688804-0001688804-22-000046-Series #PUNK2981,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #PUNK2981,Number 2981 CryptoPunk NFT with Welding Goggles,5.0,62000.0,,13975.0,closed,0.88
0001688804-0001688804-22-000046-Series #WOW2221,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #WOW2221,Number 2221 World of Women NFT with Golden Bib Necklace,7.0,4000.0,,1193.0,closed,0.88
0001688804-0001688804-22-000046-Series #NIKON1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #NIKON1,1949 Nikon One Camera in Condition ‘B/A’,4.0,7000.0,,2720.0,closed,0.88
0001688804-0001688804-22-000046-Series #LOTF,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #LOTF,1954 1st Edition copy Lord of the Flies by William Golding,7.0,2000.0,,1568.0,closed,0.88
0001688804-0001688804-22-000046-Series #DOOD6778,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #DOOD6778,Number 6778 Doodle NFT with Holographic Mohawk,5.0,6000.0,,340.0,closed,0.88
0001688804-0001688804-22-000046-Series #BAKC7820,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #BAKC7820,Number 7820 Bored Ape Kennel Club NFT with Jetpack,5.0,6000.0,,143.0,closed,0.88
0001688804-0001688804-22-000046-Series #NBAJAM,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #NBAJAM,1994 Sega Genesis NBA Jam Video Game graded Wata 9.8 A++,5.0,9400.0,,3338.0,closed,0.88
0001688804-0001688804-22-000046-Series #SANDBOX1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #SANDBOX1,The Sandbox ESTATE with a bundle of 9 LAND NFTs,5.0,21000.0,,1175.0,closed,0.88
0001688804-0001688804-22-000046-Series #WOW6586,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #WOW6586,Number 6586 World of Women NFT with Golden Skin Tone,5.0,10400.0,,711.0,closed,0.88
0001688804-0001688804-22-000046-Series #AZUKI6704,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #AZUKI6704,Number 6704 Azuki NFT with Glowing Eyes,5.0,6400.0,,228.0,closed,0.88
0001688804-0001688804-22-000046-Series #58PELE4,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #58PELE4,1958 Pele World Cup Debut Ticket Stub graded PSA 1.5,6.0,8000.0,,4420.0,closed,0.88
0001688804-0001688804-22-000046-Series #OBAMABALL,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #OBAMABALL,"2010 Basketball Signed by Barack Obama, Kobe Bryant, LeBron James, Magic Johnson, and Carmelo Anthony",10.0,10500.0,,3563.0,closed,0.88
0001688804-0001688804-22-000046-Series #BART,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #BART,1993 Skybox Simpsons Bart Sketch graded PSA 10,7.0,3000.0,,2290.0,closed,0.88
0001688804-0001688804-22-000046-Series #HOMER,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #HOMER,1993 Skybox Simpsons Homer Sketch graded PSA 10,7.0,3000.0,,2290.0,closed,0.88
0001688804-0001688804-22-000046-Series #SI1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #SI1,1954 Sports Illustrated #1 graded CGC 9.8,2.0,5000.0,,1100.0,closed,0.88
0001688804-0001688804-22-000046-Series #GOLD1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #GOLD1,Alaska Gold Nugget weighing 172 grams,4.0,4000.0,,766.0,closed,0.88
0001688804-0001688804-22-000046-Series #VERSTAPP1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #VERSTAPP1,2020 Topps Dynasty Formula 1 Triple Patch Autographs #TRAIMV Max Verstappen Card graded BGS 9.5,8.0,4000.0,,1178.0,closed,0.88
0001688804-0001688804-22-000046-Series #96TIGER,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #96TIGER,1996 Sports Illustrated For Kids Tiger Woods Rookie Card graded BGS 10,5.0,11000.0,,4313.0,closed,0.88
0001688804-0001688804-22-000046-Series #88ZELDA,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #88ZELDA,1988 NES Zelda II: The Adventure of Link Video Game graded WATA 9.8 A+,5.0,12000.0,,4300.0,closed,0.88
0001688804-0001688804-22-000046-Series #STARWARS3,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #STARWARS3,1977 Topps Star Wars Series 1-5 Wax Boxes Authenticated by BBCE,10.0,2600.0,,1840.0,closed,0.88
0001688804-0001688804-22-000046-Series #YEEZY,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #YEEZY,Complete Collection of Yeezy 350 Sneakers (2015-2020),8.0,5000.0,,6276.0,closed,0.88
0001688804-0001688804-22-000046-Series #MAYC9114,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #MAYC9114,Number 9114 Mutant Ape Yacht Club NFT with M2 Stunt Jacket,5.0,17500.0,,1612.0,closed,0.88
0001688804-0001688804-22-000046-Series #MACWORLD1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #MACWORLD1,1984 Steve Jobs and Steve Wozniak Signed Issue of Macworld #1,11.25,1600020000.0,,17711.0,closed,0.88
0001688804-0001688804-22-000046-Series #TREASURE,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #TREASURE,1883 First Edition copy of Treasure Island By Robert Stevenson,5.0,36004500.0,,2425.0,closed,0.88
0001688804-0001688804-22-000046-Series #57UNITAS,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #57UNITAS,1957 Topps #138 Johnny Unitas Rookie Card graded PSA NM MT+ 8.5,9.5,40005000.0,,3425.0,closed,0.88
0001688804-0001688804-22-000046-Series #BATMAN,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #BATMAN,1940 Batman #1 Comic Book published by DC Comics graded CGC 8,10.0,144000180000.0,,67900.0,closed,0.88
0001688804-0001688804-22-000046-Series #04PHELPS,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #04PHELPS,2004 Sports Illustrated For Kids #360 Michael Phelps Rookie Card graded PSA GEM MT 10,4.0,40005000.0,,,closed,0.88
0001688804-0001688804-22-000046-Series #WWLAND1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #WWLAND1,Worldwide Webb Land Large Apartment 8325 NFT,5.0,25603200.0,,860.0,closed,0.88
0001688804-0001688804-22-000046-Series #VFRNDS1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #VFRNDS1,VeeFriends Original Sharing Squirrel Drawing by Gary Vee,10.0,2200027500.0,,19642.0,closed,0.88
0001688804-0001688804-22-000046-Series #LEDZEPP1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #LEDZEPP1,"Led Zeppelin I Album Signed By Jimmy Page, Robert Plant, John Bonham & John Paul Jones authenticated by Beckett",6.0,64008000.0,,4420.0,closed,0.88
0001688804-0001688804-22-000046-Series #ELVIS,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #ELVIS,1977 Elvis Presley Last Live Performance Full Ticket graded PSA 8,8.0,40005000.0,,3700.0,closed,0.88
0001688804-0001688804-22-000046-Series #DOOD7387,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #DOOD7387,Number 7387 Doodle NFT with Pink Long Hair,5.0,896011200.0,,903.0,closed,0.88
0001688804-0001688804-22-000046-Series #SACHS1,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #SACHS1,"Tom Sachs Rocket Factory ""Gamechanger"" NFT with USPS Brand",10.0,21202650.0,,604.0,closed,0.88
0001688804-0001688804-22-000046-Series #AZUKI8467,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #AZUKI8467,Number 8467 Azuki NFT with Blue Tassel Ear,5.0,1200015000.0,,,closed,0.88
0001688804-0001688804-22-000046-Series #32RUTH,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #32RUTH,1932 Babe Ruth Called Shot Ticket Stub graded PSA 6,5.0,1520019000.0,,7738.0,closed,0.88
0001688804-0001688804-22-000046-Series #20WITT,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #20WITT,2020 Bowman Chrome Bobby Witt Jr. Prospect Autographs Rookie Card graded PSA 10,4.5,16002000.0,,810.0,closed,0.88
0001688804-0001688804-22-000046-Series #SANDBOX2,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #SANDBOX2,The Sandbox 3x3 ESTATE with a bundle of 9 LAND NFTs,5.0,1840023000.0,,5926.0,closed,0.88
0001688804-0001688804-22-000046-Series #TOADZ5028,0001688804,0001688804-22-000046,253G2,2022-06-02,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Series #TOADZ5028,Number 5028 CrypToadz NFT with Swamp Single Bun Head,5.0,18802350.0,,338.0,closed,0.88
